sentence,class
gave the boat joseph is across the 30 through the 32 yard line for about four maybe five yards bob lurks among made the tackle,0
for the new york giants checking along the defensive front for the giants were super number 71 75 is jerusha 73 is jim kentucky 89,0
his foot dryer along the front wall for the eagles offered to play the tackle 272 weight p76 gilt the rollo the guard 271 dick,0
clark and the right side number 7 is jim sky second down and five for the eagles and norms need to throw heed not on,0
a screen pass intended for sarah pender it hit instead dick clark a guard on the shoulder and fell away incomplete in the defensive secondary,0
for the new york giant they line the quarterbacks number 26 kent parker and number 41 willie william the safety is number 44 tom longo,0
and spider lockhart number 43 know scott eaton number 20 is making a start despite a very sore leg he said before the game it,0
"was sore but he felt like he could move all right the linebackers are 55 peck 58,000 64 hazeltine third down and five for philadelphia",0
from their own 32 a big hole on the right side he s got a first time here by spider locker number 43 it actually,0
blocked by mike evans number 59 the center for the soldout the eagles in on jim filezilla 58 for the giants we showed up that,0
hold in the middle a draw play that were first down so philadelphia moves for a first down in their first offensive series have it,0
first down at their own 46 yard line eagles and green the giants and white a big thick ball game for the giants here in,0
there again on the right side he is put down by scott eaton s back on the 45 yard line of driving tackle by the,0
oregon state er well if he s got a sore leg he didnt show it on that particular play if he didnt have one he,0
he might have one after that play you know he hit him pretty hard got eaten in the opinion of fran talking is really when,0
the finest athletes theyve got on the team and he thinks hell make a big difference to their secondary now he s back in there,0
the basketball player they can college some faults got eaten slow but nobody moves fast a backwards which is what a cornerback often has to,0
do as you know down they get senders progress to the line of scrimmage 2nd down and 10 from the 46 and norms need to,0
throw the pressure by dyer and speed on load that is incomplete account it was intended for pender number 22 so it s going to,0
be third down in 10 for philadelphia from their 46 yard line interesting to note the development of dry had done now one of the,0
best pass rushes in the national football league still has things to learn but the help he s gotten from number 64 on the veteran,0
man hazeltine out of retirement is almost incredible hazeltine has been a bonanza to both the development of dryer and number 58 files the middle,0
linebacker dogs need oppa too and his passing came into the ballgame affection under 50% for the year third down and 10 from the 46,0
hell go again his passes away he has a man giri bowman who started in a wide receiver position he is hit by willie williams,0
but it s a first down philadelphia at the new york 35 you see gary ball would come out he goes was really a sideline,0
matter gary balm is over 85 snead does a slight roll to this side which puts more pressure on this defense they dont whether he,0
s going deep or not the ball was rolling good panning and willie williams over 41 is the man that you see it comes in,0
a very good tackles a great catch by fallen a gain of 18 yards on the play first now philadelphia new york just outside the,0
giant 35 larry watkins in the ball game number 34 setback replacing finding focus and bogus is down to the 30 yard line before number,0
71 guillermo and number 43 lockhart bring him down keith has the fans probably know by now because the past games leave both this number,0
46 out of louisville as a man to watch gary williams the eagles folks even though bonuses are looki salts him a complete football player,0
based upon his past reception ability blocking ability and as you just saw running a villa followed a gain of six yards second down for,0
eagles ball just inside the john 30 it s about 34 33 degrees the handoff again goes inside and this time the giants are looking,0
for jim kentucky number 73 made the first contact alex webster the coach of the new york giants the advance is down close to the,0
28 yard line or philadelphia third down coming up from three steve respects pretty dryers ability as a pass rusher he s gotten a great,0
deal of recognition as being a very quick men off the line or nearly about a man like this this is what snead field he,0
can do with three dryer will cv preston right over here theyre down and free for the eagles all in between the giant 28 and,0
29 yard line save the gorgeous and kenickie has him in the backfield and voges is dropped for a loss it will be fourth down,0
for the philadelphia eagles and mark mosley number three the place kicker has come on the field now mosley had a chance to win for,0
philadelphia last week their second successive game but it got away from him just at the crossbar hell go fly left it off just fractions,0
wide and he missed the opportunity to win for this try will come from the 39 yard line it will be into a very light,0
wind perhaps no more than three miles an hour his pitches away his kick is no good wide to the left from 39 yard so,0
we have a timeout here at franklin field in philadelphia pennsylvania with our score in the first quarter the eagles nothing in the new york,0
giants nothing mike curtis is tough he plays football hard but he wants his hair to be soft that s why i use bro cream,0
a little dab leaves your hair saw really natural like it should be brylcreem believes a man should be tough but his hair should be,0
soft brylcreem the best selling hair dressing in the world know from firestone a new studded asymmetrical dominant country winter tire you can put on,0
all four wheels to really improve your stopping ability on ice with just two asymmetrical salmon country studded tires on the rear you still stop,0
and youve stopped a lot quicker than you can with just two ordinary studded with your tires on the rear look for the new asymmetrical,0
winter tire as your firestone store or participating dealer a mileage specialist all right the new york giants have the football for the first time,0
that i first intent at their own 20 the quarterback is fran tarkenton the setbacks will be film at 30 ron johnson number 24 trucker,0
fredrickson the wide receivers from brady python 18:15 mcneil the white itn will be launched over number 38 johnson right innocent permanent motion and imagine,0
looking through the screen he goes defenders in a great clock and fredriksson from the play yard last absolve the way out to the 40,0
for a gain of 24 yards and leading the play all the way was number 53 to center greg larson tim rossovich made the tackle,0
the middle linebacker for the eagles along the line for the giants number 69 willie young and number 77 dick buzzing of the tackles number,0
61 charlie harper dunder 63 doug van horn the guard and the center as we noted greg larson so the giants open up big with,0
a gain of 23 yards out to the 43 yard line first in path johnson won six to the role at the evening last meeting,0
32:23 in new york again herrmann rosin rosin off the eye there is no room ernie calloway and gary pettigrew are right there and they,0
suck it tucker fredrickson hart talking them please at the giants actually are the true multiple offensive team in football today we were talking he,0
said you know kansas city does a lot of disguising their multiple offices as does dallas pieces but we really are multiple offenses if we,0
change formations weekly he puts the man in motion he says we never know what theyre going to do so we go put them in,0
motion early in the game is see what they do maybe we can make some adjustments for it later on the game will give him,0
one yard on the play it will be second down and nine from the 44 yard line ron johnson is off to the right side,0
this time as a wide receiver fredrickson the only remaining back and melt on just missed fran tarkenton ran close to ron johnson and johnson,0
the thirty eight catches makes this one at the philadelphia 49 yard line alan nelson on the tackle as to think that i like sleeve,0
of this next play will take johnson number 32 comes out of the backfield but you probably saw earlier targeted rolled his left one thing,0
he s learned you know he s been called a scrambler rarely doesnt like them he likes to utilize the people that he s got,0
he thinks johnson s the biggest thing he s had to help him in all his pro career he had a chance to scramble he,0
saw he stopped it saw johnson coming back across man four ran he had al nelson number 26 on him and that s a good,0
quarterback call itll be third down in a long yard to go for the new york giants at philadelphia 49 is brought back on the,0
45yard line ron porter the right side linebacker drills in the penalty flags all over the field penalty is against the giants obviously the eagles,0
will want to force new york into a kicking situation so receiving team is on the field for philadelphia the kicking team on the field,0
for the giants bill johnson will find more we await the fun keith dunn just mentioned how talking ben feels about the utility of ron,0
johnson all night youll keep talking than using his faxes receivers reason he s got the agility and durability not to need the long term,0
blocking that fact provide and hell use them as receivers extensively joe johnson averaging 38 yards a kick left foot sit out of there hangs,0
a high spiral billy wallach backs up you let it go it s in the end zone itll be philadelphia s ball first and 10,0
at their own footing and right now we have a timeout here at chilly franklin field in philadelphia our score in the first quarter the,0
new york giants nothing and the philadelphia eagles nothing very christmas what the old boy give you let me show you i got this roll,0
oh that s what that is this is nice little package huh well theyll get planets aligning the whole island the whole island and were,0
going on united airlines still charged it with his united credit card the travel agent got it for us he arranged hotels car rentals everything,0
imagine bill and i riding down the waves of waikiki sipping champagne and row out you are oh yeah oh well probably be leaving in,0
march so could you laughs i water your plant aloha hawaii gotta sleep no not to march the statistical story on norms need so far,0
in the ballgame as philadelphia comes to the attack first intend at their own 20yard line darryl pender is back in the ball game along,0
the pole just as a setback and their split in the backfield that s gorgeous he worked his way up to about the 24 yard,0
line before bob mortimer and jerry shade offensive left side of the giant line get him with the wrong road for the prairies well this,0
bogus is carried a total of 110 times on the season he s averaged two point six yards per carry in the game tonight for,0
attempt and 11 yards from a standpoint of total yards gained on the ground cyril pender is the best rusher so far for the eagle,0
it is second down and six need the flow pryor gets in fred pryor number 89 shooting in from the defensive right in position nailed,0
in alright here s old freddie dryer and praise drives doing a good job this all year he does have great quickness he comes in,0
puts a great rush on the passer this is the thing is getting speed a lot of trouble this year he has not been able,0
to have a consistent fashion game he has been getting trapped by throwing interceptions dry number 89 you see seats need number 16 a great,0
move he faked to the outside and came in lead key was the blocker number 72 on that last play the lawsuit back to the,0
16 yard line itll be second a third down and 14 philadelphia see the glow as time is passing the way is fascist the herald,0
jetson induction is not that about up about the 27 yard line by scotty that will be short of a first down glen campbell guess,0
cars with johnny cash wednesday night at 9:00 eight oclock central time on abc he said guitar picking that night but a tell you that,0
new coat of keys is too much its norm bobby duhon number 28 spider lock our 43 our deep the putter is bill bradley it,0
out of there and it is not a very good kick it is high it is into a mile breeze but it makes a philadelphia,0
bounce and it rolls down right near the new york giants 45 yard line the giants have the ball first and ten and they have,0
field position we have a timeout here at franklin field and i score in the first quarter the eagles nothing and the new york giants,0
have nothing well that s it everybody mark a hundred 25 for the final man on the hotshots team the tigers need a big spare,0
to win it s all up to this batter timmy cole right now here s cole up at the skittle board lining up and snow,0
a tough break up tough break now timmy has that pesky three five seven combination to pick up the spare will he play it s,0
safe know he s going for all three well be back after a closer look at skittle bowl skittle bowl is made by aurora it,0
s a game of skill that any number can play children tend to be remarkably good at it when they can get it away from,0
their parents skittle bowl by aurora what how that s the action cool with this final shot and he s done it the tigers win,0
the championship skittle bowl a next best thing to having a bowling alley in your home put the ball on the new york giant 46,0
yard line giants have it first down no score in the first quarter ransack another quarterback ron johnson the ball to the right side he,0
slowed down coming out of the secondary by number 24 nate ramsey and then the pursuit caught up with him ron johnson who has had,0
quite a year with a new york giant let s make the point to done that the eagles are king on johnson all night tonight,0
for the run well i think if they dont theyre a lot of trouble ill also two yards on the preceding play at second down,0
and 12 of all the stock on the 44 urban is we why for the right side mcneal the left and took the frederick s,0
and moved up into the swablu top of fredrickson he s been a prime receiver this time he goes deep to mcneal cook from scottie,0
and he is fought and he is dragged down by ray jones but not until he reaches the philadelphia 25yard line sajin says mcneil and,0
he have just gotten together in the last couple of weeks he thinks mcneil is going to do well actually is the big figure theyre,0
passing him you saw a very good what we used to call a dig out pattern ray jones was the defender number 21 a good,0
pass by friend a good rap by little mcneil 31 yards on the play first time new york philadelphia 25 middle crow let s go,0
mcneal he goes over the middle is incomplete rage own his hands and mcneil not get away from it that s two plays that are,0
where a jones has been a signal figure play was one of three defensive backs drafted by the national football league from southern university another,0
noted one number 48 on green bay kenny ellis but ray is a rookie as all rookies will he has made mistakes and fran is,0
going to work against him for much of the evening duncan did now three out of four for 61 yards in his passing second down,0
and ten new york at the philadelphia 25 the game being played at franklin field in philadelphia the home of the university of pennsylvania quickly,0
parkington the frederickson good block ron johnson gets him around the corner and gets him down around the 21 yard line before left linebacker adrian,0
young number 35 makes the tackle just watch one just above 30 on this block we see tucker flex number 24 is on a straight,0
slant out he s coming he s got adrian young the linebacker number 35 and that was a great block he came back on the,0
inside they didnt pick up much yardage but johnson is a utility like it can do it all call it a four yard pickup make,0
it third down a long six consecutive about six and a half yards for the guy that s the philadelphia it s one to one,0
and a half this time johnson is like to the left side knocking this pass or put them back neal is incomplete depending on the,0
plane a plan before the eagle so feet google accents the warm weather of a warm cloak and comes on the field braving this cold,0
weather kito saga tepee goggle act before the game he s atalkin his roommate he was asking me you know what affected this artificial turf,0
half when he played after will i didnt have that much and he s really not that fond of it he says i havent kicked,0
over one time this your husband jealous he didnt decide before the game what shoes though it does right now won the 29 yard line,0
the kick is high and the kick is good so he must have chosen the right when you say quickly their six play is 54,0
yards and the new york giants grabbed to leave heats really a fun guy he was telling me today danya with me when he said,0
it s always talked about all the soccer kick is he said let s just remember i started it in 1916 before im done ill,0
break tom dempsey s right i like his attitude four minutes and 20 seconds left the play in the first quarter the giants are on,0
the ward leading by a score of three to nothing billy wallach number nine is the man the eagles like to have returned the football,0
on all kicks he s averaging 23 yards per return the kick goes right straight to he backs up two yards deep in the end,0
zone and says well take it at the 20 a bad choice next monday on abc nfl football 9 pm eastern standard time and well,0
be coming from the deep south atlanta georgia a lot of falcons and the miami dolphin next monday on abc theyre a home country keith,0
reyes so the cornbread and buttermilk on where s that down youre going to usually with thanksgiving bremen what is it breathing through a bremen,0
georgia hole keith jackson theyve got a sign out outside to tel aviv jack and he s coming back for thanksgiving the only sign in,0
town that s right temperature 86 this bread hill in the ballgame penalty flag down as the eagles go to the attack bogus is dropped,0
for the line of scrimmage back around the 19 yard line bob would suppose having a fine night defensively at is left in position make,0
the tackle referee jack best faces all five yards against the new york giants offside youll note the officials were wearing gloves push down and,0
500 philadelphia from their own 25 as read webster the coach of the giants norm speed the quarterback pitches two bogeys tucked inside time block,0
gets across the 30 he s after the 32 yard line before willie williams makes the tackle first down eagle and po just is a,0
goodlooking ball play had done he s a friend he is a fireball he moves very smooth i came out to practice saturday night and,0
i couldnt get over how smooth he did run it i said well there s nobody trying to tackle him see how he does when,0
somebody s asked him and he s doing very fine at night he s been looking he s gonna find out for good trapline by,0
the way that last time by wade key number 72 of eagle ball is on the 32 yard line philadelphia eagles have it first down,0
sneed again the botes and gorgeous runs into number 72 john baker who is in a defensive left tackle and baker is the first man,0
to get to him and knocks him down after one yard funny thing had lunch today but leonard tose the owner of the eagleton p,0
threats left the general manager the eagleclaw seven in a row everyone knows that after every game on modell the president the browns would call,0
in it and commiserate with him and the eagles won one and the browns lost and toast called modell pen berger said heard a second,0
down nine yards to go for philadelphia penalty flag down hand off the cyril pender and the ex from illinois gets up to about the,0
37 yard line but let s wait for the penalty on side gently against the new york giants again second one in this series pretty,0
dryer the defensive here for the giants hesitated to charge outside he s very quick he moves very well to the outside that last play,0
was a draw just to turn out blocked by number seven wait he again on dryer they came back inside of him that a finalist,0
over to the outside they picked up a pretty good d ball is up on the 13 well let s call it the 38 yard,0
line and they could second down and about four for philadelphia the time so leading by a score of three nothing 2 minutes and 45,0
seconds to play in the first quarter that again may have jumped the play goes up the middle there is negligible gain on it thing,0
i noticed a depressed li mochou enormous speed number 16 when there s a fumble or somebody going on there norman very casually walk back,0
to the back below that the motion was settled in there like in the middle of another good quarterback trait this time it was jim,0
kenickie who anticipated a little too much perhaps that s great penalties 15 yards against the john the football is resting at the 43yard line,0
first down eagle their own 43 the time to leading three nothing need to focus focus is hit in the backfield by fred dryer but,0
moves ahead across the 45 up to about the 46 take a good shot at phrase ride number 89 is because he makes a great,0
move to get around weight key and just throws himself actually his putter bow just caught him with his arm i think she actually dumped,0
his arm little bill there he would look like you might have been hurt was a good move very good defensive play by brian he,0
is gonna be a very fine defensive end he already is a good defensive end but his first year he s done a great job,0
for the giant he s six six he s 240 in his second year from san diego state im sure don coryell remembers what he,0
used to do for him on second down and eight not much as well just tries to find some running room in ralph s tech,0
number 55 wrap the play that s how cold it is in philadelphia tonight that s a hand warmer it s cool i imagine a,0
briquettes or something like that but it keeps your hands warm and i wish we had four up here would you believe six as the,0
sidelines of the new york giants read webster alex webster who was a great star with them of course everybody remembers im short the ball,0
is placed back let s call it the 45 yard line make a third down and along 8 yards to go the eagles have been,0
on the third down hook now four times theyve made it twice need to throw get this pass away and it is sure he was,0
getting pleasure from fred briar wide alert somewhere the other defensive end the pass was intended for ben hawkins and philadelphia will have to kick,0
it away bill bradley the university of texas does the punting bobby devon and spider loc are 28 to 43 over deep men for the,0
dots dots wearing the white peers to kick five roughly and it is not a long kick effect advance toward the sideline but it s,0
going to be dead inside the 25yard line right around the 22 number 71 is bobbler samoa defensive left hand appears to have been shaken,0
on the last play the ball is at the 21yard line pushed down under new york times only ron johnson is back there was talkin,0
plaintiff load he able to average his pass intended for ron johnson is incomplete adrian young number 35 had come across to check on the,0
play as a matter of fact two linebackers were there rossovich and young boat see ron johnson number 30s he comes out of the backfield,0
adrian young 35 is right with him tim russell bitch im ready to is the middle linebacker he comes over to pray and receive some,0
pleasure in that back in the backfield and move johnson as you see held up there a little bit i tell you i spent two,0
or three days this past week with adrian young and tim russell hitch and i want to talk about these guys over there a couple,0
of real characters good football player itll be second down and 10 for the back from their own 21 talking them to blow penalty flag,0
is in the air and now on the field and talking to running for his life unloads it to cookson mcneil has no way through,0
the cliff good move by brando the smoke use excel cliff here here you take their you i take it done while we watch what,0
happens there on this flag that you were going to talk about young androkovich both being members of what they call a mod squad on,0
the eagle and of course the two with teammates that usa in the development of adrian young has been one of the major causes for,0
the extensible resurgence of the philadelphia eagles already had these guys were acted the cocaptains of the great ufc teams when they were winning for,0
big gang settlement west coast and they really have a real thing about this pilot part of the ballgame and they feel that violence is,0
certainly a big part of this football game in the physical part of it there are a couple of real good hitters illegal procedure declined,0
by the philadelphia eagles third down ten johnson 101 he wants to go beef equipment mcneal it is not the way incomplete by nick flimsy,0
who was with it all the way and they fight a better chance to crap but he chose to knock it away instead i wonder,0
if the fans heard some of those the bill was heard some of those eagles fans above us this way away to isolation on this,0
play the old pronate ramsey you see mcneal running a deep post pattern on ramsey ramsey is one of the true veterans in there i,0
dont think had a choice to catch it or not well he just did what he had to do at that time he was with,0
mcneal and hell has good speed is knocked it away he more the fourth celtics way from here from new york bill johnson will punt,0
then hawkins and billy wallet repeat i staffordshire adrian youre having the ball it is brilliant here the new york align philadelphia fall how about,0
that for a break in the game in the closing seconds of the first quarter many times weve seen this this year but these are,0
the mistakes that kill you this is the high snap he couldnt field it it is fourth down the eagles go get the ball anyway,0
adrian young number 35 did come in the eagles are ready up for this ballgame theyre going to play it as hard as they know,0
how to quote some ole miss and it is is our super bowl were going after the jump and time expire at the end of,0
the first quarter here at franklin field in philadelphia our score the new york giants 3 the philadelphia eagles heavy doorman speed with a golden,0
opportunity to put the philadelphia eagles on the scoreboard in the first quarter the eagles had 21 offensive plays against 15 for the new york,0
giants the eagles first then go to go on the new york new yard line this will be the first offensive play of the second,0
quarter it looks like we have a full house here and if we do better than fifty nine thousand it s going to be a,0
record weekend of attendance for the national football league first and goal to go from the two in there food and he pickle hard wet,0
on a full night he is sort of the touchdown him files the middle linebacker take a good look at jim pyles number 58 here,0
s the guy this is his responsibility to keep those guys from jumping over that line that s what they kind of do down there,0
if klaus is a good one he s a big rookie that s a giant for reprieve you seen meet fender right in here is,0
turning my absolute clip pender seen somewhere in those movies of years gone by that s what youre supposed to do on the gold line,0
is jump over them files and seen those same movie second down and goal to go about a foot away he put whenever youre in,0
doubt konya power right here now just push it all in there how do you do a st louis the cardinals knowing full well after,0
their chi yesterday a victory for the john could pull up within a half game here s the down number 16 north sea big strong,0
down number 16 north sea big strong powerful biglegged quarterback as all of them are boulders way across the new york defensive line for a,0
school here s the extra point drive by mark foley yes and i think it was well tech member 55 a long graphic ill tell,0
you that that could be a big one ralph heck who rented a house and found riggs new york in northern westchester youll see is,0
set up from the end zone camera in ralph heck is over 55 he comes in gets a big head in for this one and,0
i know it has been said a lot but seriously this is a big thing you know the extra point in football is usually like,0
a an ordinary thing there s old ralph peck number 55 and were going to be right back to see you just in a little,0
while im out right now well be back with the philadelphia kickoff in just a moment our score the eagle six the giants three share,0
in the little table to pick up the rack place see if you took away the mad search gives you and the survival manuals the,0
direct line phones from hotels and motels if you took away two 2730 processes around the world where you can pick up a four door,0
drop one off if you took away the computerized reservation system if you took away the express checkin system the special rate the hertz girl,0
if you took every hearst office to stays open all night and closed it at five and if you took away our good name hertz,0
would be left with the one basic thing every rentacar outfit can offer a calm but even when you get down to that we offer,0
more kinds of cars than anyone in the business 47 seconds into the second quarter the philadelphia eagles have taken the lead by a score,0
of 6 to 3 the giants well peck luck the extra point try bobby duhon and less guy or the deep men or two giants,0
25 is shy here s the kickoff by mostly it is very short and it goes down to number 33 joe green for the class,0
and joe comes back to the 36 yard line first in town for new york they call him little joe greenie from bowling green but,0
they know on the giant squad that is the toughest strongest man in inch for inch and bounced around on the squad who decided that,0
howard i will how did they decide that brand talking sinto me and pig bled out i want to make sure it was some authority,0
i formation it is tucker frederickson ron johnson fan talking to the quarterback don herrmann is wide to the left neck view to the right,0
they break off the i go to jonathan is caught in the secondary by mel tom and dragged on he may have picked up one,0
yard theyll give him two will be second down eight you know this game is a long way to go but that was the kind,0
of justice and snead scoring that touchdown to malign quarterback through all the years talking didnt see both characterises nonwinners and both in the key,0
games tonight on second down and eight from the 37 yard line outside the 37 his ron johnson he is fifth at the line of,0
scrimmage but he has great balance and his momentum carries him to the 44 ron porter the tackle for philadelphia i dont know any really,0
about how these trades are made no i saw a jazz but i would imagine that new york giant people are kind of smiling with,0
old ron johnson and jim kenickie on their side this year i would think id be a pretty good trait that s the safe comment,0
okay tahoe can you get it thank you ive had a little difficulty in my little comments lately aaron thomas is in the ballgame number,0
88 the veterans of oregon state this is hunter subjects in auburn across midfield of the philadelphia 49 yard line he is cooked down by,0
speed freaks you know what i keep using the word nice guy but this this one really is a nice guy and you talk about,0
company men whether you like them or whether you dont tucker believes in the new york jets you see him running a power offside he,0
got a good block he came in tucker is a great blocker he s been known for his blocking ability he s been hurt he,0
s had some bad knees he s a really good guy im glad to see him have a good year for first 49 yard line,0
again it is friendship nef power he goes to the 46 43 rossovich the tackle for philadelphia and now it s a mean danya faced,0
the danger of being called provincial and a homer forget it tucker frederickson is one the world s great people and most courageous to knee,0
operation given up on and out there and doing an honest and good job this year suck it down seven yards to go josh caught,0
up with 406 parker been running deep he s got the screen set off 200 sin oh it is busted wide open by a wild,0
man samer off of it wow i look like he s knee went out of that pen that screen was set up pretty good he,0
had adrian young number 35 coming in there on him france ended up good throughout to tucker and home tim did come in there ill,0
tell you tim is a heck of a competitor and he loves to hit them rough it s 82 there was a gain of two,0
yards on the play down to the 44 yard line itll be third down and five yards to go for the giants let s see,0
if they can get off the hook the temperatures now below 30 degrees tarkington baklava goes over the meadow first reception of the night at,0
the 39yard line itll be close to the first ow on tucker and a bloom skirt steak pasta who played with the lowell minor league,0
club a farm club for the paper given up on bob tucker given up on by these very same eagles bob tucker who got a,0
shot with the giants and who s been a key figure in their success this year a very intriguing story and an evidence of what,0
can happen in the national football league how a man can come from no errors and nobody and become a very biggest pig somebody first,0
on new york philadelphia 39 ron johnson and game tackling by the eagles number 77 ernie callaway was the man who made the play gary,0
williams the coach of the philadelphia eagles we share the old alma mater he s from the great pacific northwest washington state university second down,0
and ten new york philadelphia 39 parkington wants to throw it unloads at the predator and ron order runs him down inside the 30 at,0
about the 28 yard line it may be another first round higher if you go see flex number 24 if he comes out of the,0
back theyll actually run port number if he stays in there a little bit too long he doesnt cover person that s his men talking,0
to friends they said his friends how are you hitting you back so much you can im keying a land backer if theyre not on,0
oh maybe im going to hit them because you dont have to throw it that far it is a first down for the giants and,0
the advance of the ball is to the 27 yard line this is ron johnson last week number 88 gary pettigrew was involved in the,0
group of green shirts that got him so was ross of it and so it s quarter that s right keith so was number 82,0
tim rossovich and done later on we should discuss i think what it s meant the tim ross of it could become converted from the,0
defensive end to a middle linebacker and overall what a job he s done i agree with you howard one thing id like to point,0
out about that wyatt bull sack they had their brand ran out a quick count whether he game us george or not the eagles now,0
know he can run when everybody s in the backfield second time seven from the 24 park in this pass it is moronic neal it,0
is brought by mcneal coming over their defense al nelson one of the many as you know teeth from grambling cowell story about al howard,0
he yet heart murmur during training camp i couldnt figure out what caused it wound up infected tooth thank heavens pinky pfft talking to now,0
seven out of 12 80yard the ball is on the 24 yard line third down seven new york philadelphia 24 mcneil is wide left ray,0
jones comes right up nose to nose with him parkington looks and goes deeper mcneil he s wide open oh oh oh here remember that,0
book hey oh my goodness everything is really nice on this play until the very end of it we going to take a look at,0
old clifton and he comes back out of here and he s got ray jones on him clifton is going to run a pretty good,0
rowdy because back gives him that inside fake goes back to the outside he s got him beat and my good is he him in,0
a bad place hed go galax in the ball game hell try a field goal on fourth down and seven he s going to hit,0
it from just outside the 30yard line he can tie it up or he missed it it is wide to the left wait a minute,0
he s off with his head hanging low disaster 850 to go first half time our franklin theo philadelphia score eagle 63 delphia eagles in,0
green have the football first and 10 at their own 20yard line it was expected to be brenigan in the neighborhood and that s what,0
it s been so far a 50 to go first half eagles lead by score of 6 to 3 jon beat go alexis missed a,0
field goal and the eagles have enough speed got to throw well one is wide open and gary is up to the 35 yard line,0
for a 15 yard gain on the play tom longo 44 led the tackling for the giants we have penalty flags on the field so,0
hang on the indication the initial indication against the eagles and it s obviously against them theyre backing up and it s got the look,0
of an offensive holding pennell what it is then this type of happenstance or circumstance however youd like to call it it s cause the,0
eagles homeless problem this year theyve had a lot of fun with buildings and key situations interceptions fumbles heavy able to stay to drive the,0
ball is put down just outside the 5yard line well call it four five it s going to be first down and 25 sarah pender,0
oh ball is loose jerry permit 30 things on the football as a pretty good hit and going on there ill tell you give me,0
files knocked it loose and scott eaton covered it not even dolf the critical fumbles and well watch this and slomo done well you see,0
him come around a quick pitch bender has it he s coming in there youll see eating number 20 from the side i think eating,0
is actually part of that reason for it but files of a 58 comes in the ball just popped loosens got progressive parity of this,0
man and the new york giants have a big break in the ball game first down at the philadelphia 13 yard line here goes system,0
mcneal on his live receiver position around the end and he s inside the cabin rattle about the stick he has a good job of,0
ball handling there by old presidents i say he gave a pretty good fake in there to johnson number 30 he came in it clipped,0
it came around the outside let s take a look at it you got justin coming in playing takes the ball fake johnson holds it,0
in there flips it back out to mcneil number 18 comes rip course slip and has great speed he does get outside the eagle defense,0
even brief number 33 is the one to put the finishing tackle oni ball is inside the 5 yard on steve priests incidentally is a,0
former quarterback at oregon state the d andrew and during his college days was considered a virtual magician with the option play that spread drier,0
all taped up ready to go for the doctor oh man those broken those days that brings back some memories it is just a little,0
bit short of a firsttime the ball is right in between the four and the three yard line the new york giants have it on,0
the philadelphia three and a half but the frederickson has a first down the first and goal to go at about the tea ready webster,0
excited by this turn of events right here let s pause five seconds to allow our local stations to identify themselves i would see dave,0
lord dave aude number 52 is now coming at middle linebacker and he s been the regular there for a long time youll see him,0
feel his way along and he comes in and actually was the one that put tucker ferguson back but they do pick up first then,0
at this point gary williams going to the experience and putting law it in at the middle line blocking position first and goal to go,0
ron johnson put down down let s take a look at it again ron johnson number 30 if he comes in frank gives it to,0
his money man you see tucker number 24 he comes in gives a pretty good block johnson just closed himself on top of that line,0
there very closely you come in for the score so french this goes to the sidelines having done his job that is the tenth touchdown,0
of the year for ron johnson new york johnson we regained the lead and keep goggle ak will try to make it a kenda six,0
ballgame never has a block play a 15 more important offsides the giants that should nullify the extra point which was good let s see,0
if it goes against the giants no it s against the eagle so theyve got declined and obviously theyll take the point so we have,0
a timeout here at franklin field in philadelphia 655 to go first half the score now the new york giants 10 the philadelphia eagles six,0
careers for the philadelphia eagles as the new york giants keep gogolak feeds it up to kick it off on a night where the temperature,0
is sliding below 30 degrees in philadelphia pennsylvania beach kick short that s the penny are 11 yard line is philly wallach he sucks in,0
the 30 19 yards on the return the first man to get to him for the new york jets was number 23 and number 28,0
5e new hot florida state and houston thanksgiving day from tampa florida youll see it on abc at 7:30 pm eastern standard time the cougars,0
of houston the seminoles of florida state out of pepper took the ol wide open high scoring corner first down evil ball at the 29,0
yard line getting some zip locking on the left side gets seven as he comes to the 36 don i wonder how many people remember,0
that gerald pinto was on the same team with dick butkus and jim drew bosque illinois id forgotten that im glad you pointed that up,0
howard i did slip my mind okay second down and three bender five for 30 yards so far on the game need to throw he,0
s got a man wide open bogus and the big youngster from louisville comes to the 41 he ought to have a first down give,0
me files number 58 the big rook from oklahoma put him down his man the middle ralph hack number 55 that time linebackers up tez,0
he dropped back in a passing situation sometimes a little bit too deep i think ralph may have dropped wolf too deep that time and,0
left him open and he s open enough to get that first end that s first time number six for the eagles against seven for,0
the giants the johnson reading fall of ten to six five minutes to go of the first half fender hips bouncer hips again ii got,0
ee i dont know maybe a heavy yard garish a number 75 for the new york giants with help from lurch samara they discover as,0
many of you know each week the coaches grade these defensive players actually da 50 players and jerry shea is the man the defensive line,0
who week to week i understand has had the highest grade i dont know exactly how they grade them but that tells me that he,0
s playing very consistent ball for the giants and has given them a real plug there in the middle got him some atlanta and nobody,0
can understand the deal second down and nine and a half really and hawkins his in table is off here it goes jackson hell hit,0
too many falls down in that i feel a loss play i didnt fool anybody didnt fool jim pout well the interesting thing about this,0
team thisis norm hasnt completed a pass yet to harold jackson has completed a pass yet to ben hawkins you know it s hard to,0
understand because these are two great receivers and youve got to give a lot of credit to the giants defense which has come from noah,0
dont you agree indeed and ill tell you the development of drier at defensive right in has been as much and the presence of files,0
and the continued play affect offense tremendous assets for the giants third down 14 the ball at the 37 here s the pitch and there,0
