,sentence,class
842,just found out that my mum and my adopted auntie are on twitter..,0
843,"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",0
844,struggling with eam law ,0
845,Why can't I sleep like her  http://twitpic.com/2y3ty,0
846,Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,0
847,My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,0
848,"Well, that sucked. ",0
849,i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,0
850,"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",0
851,@stewiebrittany no  i dont even know how to ride it,0
852,"@MonaSmith sadly, yes. i think i need counciling now ",0
853,"making myself ready for school...don't feel like going, but have two tests ",0
854,Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,0
855,Anybody know where my iPod went? ,0
856,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",0
857,@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,0
858, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,0
859,@kameelahwrites &lt;33 codez....they've been MIA tho ,0
860,@reannaremick doesnt work on my cell  go to sleep! =P,0
861,it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,0
862,@taliasunset rock band is hard..on expert!!! ,0
863,@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. ,0
864,"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",0
865,they killed off a character on one of my favorite shows and now i'm upset ,0
866,jealous of my friends who got to see the new Star Trek film in Austin tonight. ,0
867,Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  ,0
868,"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",0
869,good morning everybody! pkoi y fais pas beau  bon coffee time!,0
870,work again ,0
871,Essay time.... ,0
872,@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,0
873,"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",0
874,@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,0
875,no! i lost a loyal ,0
876,played another hand very bad and lost half my stack ,0
877,It's 6.20pm - early days in a looooooong night at work ,0
878,@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,0
879,So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though ,0
880,@rj i don't know what half of that means ,0
881,homework homework homework ,0
882,"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! ",0
883,@MeLaMachinko now i feel bad for unfollowing. ,0
884,"So... Tired... God I hate the new job, and only two days in ",0
885,Sad about Kutner being killed off my fav show House! ,0
886,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,0
887,I feel like shit. This is NOT the way I want to spend my birthday's eve ,0
888,"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",0
889,has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,0
890,@emiliexclarkex miss you ,0
891,@stephenkruiser I'm so sorry to hear about your dog ,0
892,Too much internet. How it plagues me ,0
893,i miss my ex soo much ,0
894,Sodding M25   http://twitpic.com/2y3y0,0
895,oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,0
896,@featherinair call me back. ,0
897,"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",0
898,it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight.,0
899,"I totally have like...  four girl options, and none of them seem viable ",0
900,"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",0
901,Listening to Bjork's All is full of Love... crying ,0
902,"Omg the hills! Then I love money2, aww I think becky buckwild goes ",0
903,is craving for some tantan nabe  http://plurk.com/p/mzxcs,0
904,C'mon sean man ,0
905,Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,0
906,"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",0
907,@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,0
908,@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,0
909,"@SLessard But, but, but . . I wanna listen to the masters too!  ",0
910,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work ",0
911,i feel unloved. dropped 2 tweeters ,0
912,"Off to London for the day on Thursday, it's gonna be raining, oh fab won't see much on the London Eye! Still Robbie won't care",0
913,Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,0
914,@mykele sayyyy whaaaa? I wasn't invited... ,0
915,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,0
916,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old ,0
917,We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... ,0
918,i don't like lukewarm showers ,0
919,@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. ,0
920,"@skylineking722 connor, it's me, febi  are you really really mad at me??",0
921,"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! ",0
922,@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea.,0
923,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now ,0
924,Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. ,0
925,"@sudam08  yes, someone hasn't been reading my posts properly  ",0
926,Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  ,0
927,Who turned the lights on? It will be time to get ip then ,0
928,@therealnph Twitter hates us both then.  ,0
929,I hate the fact that I'm genuinely excited about my last tweet ,0
930,@celesteclara i can't sleep either ,0
931,"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",0
932,@champagnemanoir all rain today  . Garden really needs it so not quite so bad.,0
933,Yawn yawn yawn!! 10 more minutes in bed ,0
934,@MajesticFlame ouch - sounds very sucky ,0
935,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though ,0
936,@mattycus  *cry* ,0
937,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",0
938,It was a sleepless night ,0
939,@BillyBush she admitted to being a fake  ,0
940,@BATMANNN  i love chutney......,0
941,got highly bored today scanning 24 pages for daddy. Had to do it! ,0
942,@misterphipps you cooked risotto without me!!??? ,0
943,Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.,0
944,YAY FOR BASEBALL SEASON! boo to yankees losing their first game ,0
945,LOST sucks  ... because i have to work today,0
946,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;,0
947,In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam,0
948,@RachelCmrn I don't like goodnights ,0
949,Greaaat my lappy won't turn on  wtffffff,0
950,"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help.",0
951,Lookin like an all-nighter. I hate it when I do this to myself ,0
952,@vernonhamilton You're a stranger   ,0
953,"Debbugging old VB6 code, the day could have started better . . .  ",0
954,@toddlington only a quarter of a percent babe  darn,0
955,"Coming down with a cold or bad allergies. Either way, I'm miserable! ",0
956,"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A",0
957,Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story,0
958,"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",0
959,"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",0
960,@alexbigman you left without saying hi! ,0
961,"l want, but I can't sleep ",0
962,"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. ",0
963,"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing.",0
964,im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,0
965,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!,0
966,@smokey_robinson  you fell off my list...did I offend you?  ,0
967,"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. ",0
968,gonna try to get some sleep in this hotel room ,0
969,@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly ,0
970,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. ,0
971,rt @KimKardashian Khloe just got fired from the Apprentice ,0
972,in biology class. my lip hurts ,0
973,Sorry for the next tweet... ,0
974,Grr not down to go to school today ,0
975,@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. ,0
976,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,0
977,@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ,0
978,@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,0
979,@MarcusMims wow i didn't get an &quot;hello&quot; u suck ,0
980,"bedtime, school tomorrow, and i still have no books  being broke suckssss",0
981,Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,0
982,Synching my contacts from my old mobile to iPhone. Import does not work well ,0
983,i can't concentrate ,0
984,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time ,0
985,Nw more confused then ever! ,0
986,"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now.",0
987,Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew ,0
988,"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish ",0
989,@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,0
990,omg... &quot;The Reader&quot; is making me ,0
991,"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged ",0
992,tried to download tweetdeck but it wont download ,0
993,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,0
994,@dweeman why aren't you a happy camper? ,0
995,"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",0
996,@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!,0
997,@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out ,0
998,And somehow I still end up in this place ,0
999,"@kisluvkis oh that is very sad, poor boy. ",0
1000,"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you ",0
1001,I'm doing my homework. It's gosh darn hard!! ,0
1002,definitely no vacation for me...   http://plurk.com/p/mzygb,0
1003,'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am ,0
1004,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa.",0
1005,@j_stricko I found it pretty frustrating. stupid monkeys ,0
1006,"@lenesha but Im not feeling well, mommy... ",0
1007,"@lovebscott Nope, I'm Right Along Wit' You! ",0
1008,so a murder? gotcha.  Cant believe it,0
1009,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. ,0
1010,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. ",0
1011,@citizensheep ,0
1012,@thesage1014 I wish I could! Gotta work though ,0
1013,@SeaGhostdesigns what happened to you on Saturday? You didnt show up... ,0
1014,@GirlsGoneChild ,0
1015,Can't fall asleep ,0
1016,I have mouth ulcer  so painful to talk and eat! ,0
1017,"@danphelan Urgh, it was just the video, and they cut the Robots part!!! ",0
1018,my dog can't move anymore. praying that he will be okay ,0
1019,@Kal_Penn you were pretty much my fave...not much reason to watch now ,0
1020,@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,0
1021,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,0
1022,@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! ,0
1023,New Post!  http://tinyurl.com/cexkqy,0
1024,@graemearcher I am sad about Innocent selling out too! ,0
1025,dang won't be able to get to any workshops run by web directions ,0
1026,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize ",0
1027,Jap girls ? They're leaving! ,0
1028,my poor little girl has a baaaad rash on her bum and isnt feeling good ,0
1029,@nicolerichie yes! we had the VHS. i cried when the old man died ,0
1030,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video ",0
1031,"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. ",0
1032,waiting for kelly's call. ,0
1033,"mhm, not having a good day  blah blah blah",0
1034,"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ",0
1035,"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read.",0
1036,@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,0
1037,@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. ,0
1038,@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?  ,0
1039,seeing that shouldnt have made my stomach flip like it did ,0
1040,Headache... Pleeeease go away ,0
1041,@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time ,0
1042,Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU ,0
1043,I hate Tuesdays ,0
1044,@gracedent it's her &quot;hair&quot; I can't deal with ,0
1045,Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me. Also decided to take a break from #wow for awhile.,0
1046,i need new glasses...mines is hangnon 1 arm ,0
1047,Meat Week Day 3: Tummy hurts every night ,0
1048,Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. ,0
1049,On the phone with the bestie than shower.. Confused I don't know what to do ,0
1050,"@Sirrah21 Aww poor froofroo, this is way too late for you ",0
1051,i miss my 808 fam ,0
1052,@OfficialPRofOZ she sed puerto rican ,0
1053,@JoeFernandez @klout your not thinking of selling are you? ,0
1054,"@simX Yeah. I always slow down at the end  ï¿½ï¿½also, take that! I win.",0
1055,"@pornstartweet i wanna go, but I am only 20!!!! ",0
1056,@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear ,0
1057,"I know! Big love, true blood and united states of tara have too long of waits between seasons! ",0
1058,@sensesdestroyer I wanna go to lamb of god ,0
1059,is sad she has lost her HN arm band...it just disappeared ,0
1060,set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much ,0
1061,awh damn! my puppy has ticks ,0
1062,"|H|ouse made me sad. Oh, Kutner ",0
1063,@_saffron  Why not? :[,0
1064,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him.,0
1065,needs hugs/snuggles... ,0
1066,"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",0
1067,Rachel and jessy r making me work out  thanks you guy,0
1068,I'm wishing I had more time ,0
1069,@mycaricature The only bit that got me really was when he said Babs was a bad mum I'm sure that hurts her even though she's laughing.,0
1070,I am not wanting to go to school tomorrow. ,0
1071,Used the term &quot;Fail Whale&quot; to a client on a pitch last night.,0
1072,@rootbeerfloats8 You hate Billy now?! ,0
1073,On a 2-day work-week..fast-forward to Thursday please ,0
1074,@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u ,0
1075,Is it possible to die from coughing? It SUCKS being ill ,0
1076,cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood ,0
1077,@paulieseow hahahahahah i can easily make ice milo but its just not the same ,0
1078,why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,0
1079,My #art is regressing... ,0
1080,@onlysweeter I don't know the dance. ,0
1081,@laurwee_boo im ok I guess had a hard day ,0
1082,Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,0
1083,damnnn! i missed 11:11 ,0
1084,"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",0
1085,@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,0
1086,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",0
1087,is afraid that her G.I. notes will not read themselves. ,0
1088,*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party (this is not the start I hoped,0
1089,"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that.",0
1090,Somebody is selling the Japan only release of my first album on E Bay for $25.,0
1091,@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit ,0
1092,and they advertising fake louis bags as 100% authentic on google  i'm pissed!,0
1093,Can't sleep  dam naps lol... and its hot,0
1094,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. ,0
1095,"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",0
1096,is ready to go to bed..long day tomorrow ,0
1097,job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,0
1098,"No electricity today, so no tweets. ",0
1099,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT,0
1100,"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",0
1101,Very tired this morning - no idea why! Great start to the day ,0
1102,"Morning All, I'm back from my little break from the computer. back to work again today ",0
1103,At mobilityvic.org launch.  No grog  nice video from PWC though,0
1104,still no &quot;followers&quot;   please some1 inform me on how this works????,0
1105,misses him right now. i need a hug ,0
1106,Tried to get up earlier today........didn't work out ,0
1107,Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work ,0
1108,Foot is out of commission  ouch! Running this morning did not help...not smart.,0
1109,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",0
1110,is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum ,0
1111,@cmykevin ooh nice! but williams sonoma already got to me. ,0
1112,I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,0
1113,Waitin 4 the theory test centre 2 open ,0
1114,"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.",0
1115,I think I need to get laid. Sad revolution I had earlier rofl ,0
1116,@ourcitylight that was so sudden!! ,0
1117,Now i want Amanita  ...someone made me feel unliving.,0
1118,@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away? ,0
1119,@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,0
1120,@hutsoncap  everything alright?,0
1121,is procrastinating... i feel ill.. but don't want to go to bed.  ,0
1122,@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think ,0
1123,wants to go home and watch The Hills ,0
1124,@sarmar I guess I'm out of funny ,0
1125,@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?,0
1126,"i wanna write, but i'm not cool enough to make up a storylineee. ",0
1127,"@Gripping agreed! love the sound, but hates how everyone knows them ",0
1128,@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,0
1129,"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ",0
1130,@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ,0
1131,Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f.,0
1132,Good morning for a very rainy France  No gardening for me today.,0
1133,"If ever there was a day for staying in bed, today is it ",0
1134,Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. ,0
1135,today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed i must hold out til the end,0
1136,Extremely jealous... ,0
1137,@kimmyawesome Ohhhh that sucks  I love the summer set.,0
1138,@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam ,0
1139,bedtime. wake up call at 7am ,0
1140,So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though ,0
1141,"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital ",0
1142,congested nose ,0
1143,Can't sleep. Need to talk to someone. ,0
1144,"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/ ",0
1145,"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",0
1146,Lifee Gets Worsee &amp;&amp; Worsee ,0
1147,@dnwallace - I am shuddering and shaking too ,0
1148,"Sorting brekkie for the kids then off to the horrible place called work, boohoo ",0
1149,my condolences to natasha richardson's family ,0
1150,@LittleYellowJen what do don't think ily?? nawwww ,0
1151,Where's Derrick  http://ff.im/-1XWXs,0
1152,Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... ,0
1153,missed today's ELLEN ,0
1154,I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD,0
1155,@mattpro13 legitimately good cops out there ,0
1156,@onlytosee Twitter's been doing that to me tooo. ,0
1157,@pealuh I think I need to go to Twitterholics Anonymous...... ,0
1158,@lizhenry we haven't heard from her or sha. ,0
1159,my heart has been broken. ,0
1160,i forgot how to sleep ,0
1161,Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? ,0
1162,@mostazzza Im sorry I've failed you ,0
1163,@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland ,0
1164,is missing talking to my bff on da phone!!!! ,0
1165,wondering why I am so stupid  Need to eat more fish I guess *sigh*...,0
1166,i miss my old friends from elementary ans middle school ,0
1167,@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches ,0
1168,looks like i've missed out on yet another job  someone please employ me! Haha,0
1169,"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode ",0
1170,Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night ,0
1171,Slideshare's embed code is annoying me.  Sorry about the tiny embed  #fail,0
1172,@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby ,0
1173,I'am bored. Nothing to do! ,0
1174,morning all - 1st appointment of the day - the dentist ! ,0
1175,"@amyserrata he wrote most of the album, but ironically, the singles he did not write ",0
1176,Someone PLEASE take Gossip Girl away from me. I'm addicted ,0
1177,good night swetdreamss to everyonee   and jared never chat in kyte puff ,0
1178,Horrible sore throat  hurts,0
1179,"Time to get dressed, I suppose...gah another workday ",0
1180,"Not to self: licking off pudding from a seafood fork, not so enjoyable as slowly licking off of a spoon ",0
1181,All ready to go to the premier and just realized how under dressed I am ,0
1182,It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp,0
1183,@Eyrro awwwww bummerr...sorry missed it again ,0
1184,Waking up to the sound of jackhammers is not a pleasant way to start the day. ,0
1185,@almostcool i'm off now ,0
1186,"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song ",0
1187,Nevada is really long and the gas pumps are down But on a good note I just won $5 in a slot machine!! I love,0
1188,@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done ,0
1189,headache ,0
1190,is still effinggggg sick  when will i get better?! ughh,0
1191,Still in bed and donï¿½t want to do anything else. University is callung too loud ,0
1192,seattle is in tents! i miss my T.O. peepz tho ,0
1193,It just makes me happy! over and over again! I just wish I wasn't afraid to fly  http://tinyurl.com/64skpp,0
1194,Errrggggg! My tummy hurts. ,0
1195,"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates ",0
1196,ripped switcheasy colors ,0
1197,We failed that song ,0
1198, poor mel. Feeling your pain.,0
1199,Ugh. still working on project  just taking a small break,0
1200,The one day I have to go to school is the same day something exciting happens at parliament square ,0
1201,@watko Shockingly not! ,0
1202,"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today ",0
1203,@CourtneyBrwn awww thanks.. i hate being sick ,0
1204,VIP guests today -________-&quot;   blohheeee       I HATE it ,0
1205,Up early ,0
1206,WHAT THE FUCK YOUKU  I WANT TO WATCH SKINS.,0
1207,i forgot my phone in my car but i'm too scared to go outside and get it. ,0
1208,I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL,0
1209,totally shocked by the episode of house this eveing  Lost one of my favorite characters.,0
1210,@offbytwo seeing a doctor i hope? ,0
1211,didn't pass the first part of the CSET  I missed it by 5 effing points!,0
1212,"@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out ",0
1213,"I have chapped lips, boo ",0
1214,@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol,0
1215,@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though ,0
1216,bored and lonely ,0
1217,Back to classic rainy Amsterdam days ,0
1218,feels like crying that's how sick i feel ,0
1219,@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  ,0
1220,"I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ",0
1221,Going to sleep with lily and rocki &lt;3 Johnathon is too busy watching batman movies  http://twitpic.com/2y4j5,0
1222,@gaspitsnicole sigh me too  mostly i midd hsnging out with my friends damn growing up : p,0
1223,@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol,0
1224,@AlyssaSpears I'm sorry.   Maybe walking around all goofy at the store would help...HINT HINT! &lt;3,0
1225,@Contempted Did the heroics ever go through! If not sorry! ,0
1226,im so tired this morning and there was only cold shower water!not happy ,0
1227,"haha I've been with my grandma for 2 days. even she's about 5 houses away, I'll still miss her ",0
1228,clearing my desk... ,0
1229,w/ every person there.,0
1230,is crying inside. Please oh please let it rain  so warm.,0
1231,@thecoolestout ,0
1232,"packing my overnight bag for tomorrow, going to the hospital ",0
1233,@gaspitsnicole sigh me too mostly i miss hsnging out with my friends damn growing up : p oh yeah i miss being able to spell,0
1234,@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;),0
1235,"Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday ",0
1236,@la_discoteca  i just saw this im sorry ,0
1237,: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,0
1238,@guykawasaki  That's so sad for the goats.   Wa-ah-ah-ah-ah-ah!,0
1239,watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb,0
1240,at work  w asma3 nawal in fe obeerate alwatan TV,0
1241,I wish i could go 2 bed with out having 2 take an allergy pill. ,0
1242,@khqrightnow I heard them making announcements trying to find them. The mother looked so worried. ,0
1243,I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.,0
1244,ok... maybe i'll sleep for an hour or two. Then I MUST rise to work on my thesis ,0
1245,goodd nightt  sweet dreams to everyonee   jared neveerr chat on kyte   lol,0
1246,"@TiffinyHogg I heard Timewarp was fantastic! Gutted I missed it, was playing @ egg ",0
1247,"Wishing it wasn't 245 in the morning.  sleeping is awesome, work is not, and I need to scrub my apt!",0
1248,"@eileenb I had that a while back (http://tinyurl.com/dmukpr), and I know some other people that have too ",0
1249,@baf03 hi steven! man it's only been a week and i'm ALREADY behind on school work ,0
